,MTIR,MP2,ECH,M1,M2,M3D,M5,M6,M7,COEM,departement_id,edgt_household_id,household_id,house_type,house_occupation_type,has_internet,household_size,number_of_vehicles,number_of_bikes,household_weight,consumption_units
28,001,002,0050,4,1,2,0,0,0,71.819,44,50001,28,big_col,owner,False,1,0,0,71.819,1.0
29,001,001,0052,4,1,1,1,0,1,71.819,44,52001,29,big_col,owner,True,1,1,1,71.819,1.0
30,001,002,0053,4,3,1,1,0,0,71.819,44,53001,30,big_col,renter,True,1,1,0,71.819,1.0
31,001,001,0057,4,1,1,1,1,0,71.819,44,57001,31,big_col,owner,True,1,2,0,71.819,1.0
32,001,002,0058,4,3,2,1,0,0,71.819,44,58001,32,big_col,renter,False,1,1,0,71.819,1.0
33,001,001,0059,4,3,1,1,0,0,55.207,44,59001,33,big_col,renter,True,2,1,0,55.207,1.5
34,001,001,0060,4,3,1,2,0,0,64.5923,44,60001,34,big_col,renter,True,4,2,0,64.5923,2.1
35,001,002,0062,4,3,2,1,0,5,71.819,44,62001,35,big_col,renter,False,1,1,5,71.819,1.0
36,001,001,0064,4,3,1,2,0,1,64.5923,44,64001,36,big_col,renter,True,6,2,1,64.5923,3.1
37,001,001,0065,4,3,1,1,0,1,71.819,44,65001,37,big_col,renter,True,1,1,1,71.819,1.0
38,001,002,0067,4,3,1,1,0,0,55.207,44,67001,38,big_col,renter,True,2,1,0,55.207,1.5
39,001,002,0069,4,3,1,0,0,1,55.207,44,69001,39,big_col,renter,True,2,0,1,55.207,1.5
40,001,001,0070,4,3,2,0,0,0,71.819,44,70001,40,big_col,renter,False,1,0,0,71.819,1.0
41,001,001,0071,4,3,1,2,0,2,64.5923,44,71001,41,big_col,renter,True,4,2,2,64.5923,2.5
42,001,001,0072,4,2,1,1,0,0,71.819,44,72001,42,big_col,public_housing,True,1,1,0,71.819,1.0
43,001,002,0073,4,3,1,1,0,0,71.819,44,73001,43,big_col,renter,True,1,1,0,71.819,1.0
44,001,001,0074,4,3,1,0,0,0,71.819,44,74001,44,big_col,renter,True,1,0,0,71.819,1.0
45,001,001,0075,4,3,1,1,0,1,71.819,44,75001,45,big_col,renter,True,1,1,1,71.819,1.0
46,001,001,0076,4,3,1,0,0,2,55.207,44,76001,46,big_col,renter,True,2,0,2,55.207,1.5
47,001,002,0077,4,3,2,0,0,0,71.819,44,77001,47,big_col,renter,False,1,0,0,71.819,1.0
48,001,002,0078,4,1,2,1,0,1,71.819,44,78001,48,big_col,owner,False,1,1,1,71.819,1.0
49,001,002,0081,4,3,1,0,0,0,71.819,44,81001,49,big_col,renter,True,1,0,0,71.819,1.0
50,001,002,0082,4,3,1,0,0,0,55.207,44,82001,50,big_col,renter,True,2,0,0,55.207,1.5
51,001,001,0083,4,1,1,1,0,0,71.819,44,83001,51,big_col,owner,True,1,1,0,71.819,1.0
52,001,002,0084,4,1,1,0,0,0,71.819,44,84001,52,big_col,owner,True,1,0,0,71.819,1.0
53,001,001,0085,4,3,1,1,0,0,71.819,44,85001,53,big_col,renter,True,1,1,0,71.819,1.0
54,001,001,0089,4,3,1,1,1,6,55.207,44,89001,54,big_col,renter,True,2,2,6,55.207,1.5
55,001,002,0090,4,1,1,1,0,1,71.819,44,90001,55,big_col,owner,True,1,1,1,71.819,1.0
56,001,001,0091,4,1,1,1,0,0,71.819,44,91001,56,big_col,owner,True,1,1,0,71.819,1.0
57,001,001,0092,4,1,2,0,0,0,71.819,44,92001,57,big_col,owner,False,1,0,0,71.819,1.0
58,001,002,0094,4,1,1,0,0,0,71.819,44,94001,58,big_col,owner,True,1,0,0,71.819,1.0
59,001,001,0095,4,1,1,1,0,5,64.5923,44,95001,59,big_col,owner,True,4,1,5,64.5923,2.1
60,001,001,0097,4,1,1,2,0,0,55.207,44,97001,60,big_col,owner,True,2,2,0,55.207,1.5
61,001,001,0098,4,3,1,1,0,4,64.5923,44,98001,61,big_col,renter,True,3,1,4,64.5923,1.8
62,001,002,0099,4,1,1,1,0,0,55.207,44,99001,62,big_col,owner,True,2,1,0,55.207,1.5
63,001,002,0103,4,3,1,1,1,1,55.207,44,103001,63,big_col,renter,True,2,2,1,55.207,1.5
64,001,002,0104,4,1,1,1,0,0,55.207,44,104001,64,big_col,owner,True,2,1,0,55.207,1.5
65,001,001,0105,4,3,2,0,0,0,71.819,44,105001,65,big_col,renter,False,1,0,0,71.819,1.0
66,001,002,0106,4,3,1,0,0,0,71.819,44,106001,66,big_col,renter,True,1,0,0,71.819,1.0
67,001,002,0109,4,3,1,1,0,3,64.5923,44,109001,67,big_col,renter,True,4,1,3,64.5923,2.1
68,001,001,0110,3,3,1,1,0,0,71.819,44,110001,68,little_col,renter,True,1,1,0,71.819,1.0
69,001,002,0112,4,2,1,0,2,1,55.207,44,112001,69,big_col,public_housing,True,2,2,1,55.207,1.5
70,001,002,0114,4,3,1,0,0,0,71.819,44,114001,70,big_col,renter,True,1,0,0,71.819,1.0
71,001,002,0116,3,1,1,1,0,2,55.207,44,116001,71,little_col,owner,True,2,1,2,55.207,1.5
72,001,001,0117,4,3,1,0,0,0,71.819,44,117001,72,big_col,renter,True,1,0,0,71.819,1.0
73,001,002,0118,4,3,1,0,0,0,71.819,44,118001,73,big_col,renter,True,1,0,0,71.819,1.0
74,001,001,0119,4,1,1,1,0,0,71.819,44,119001,74,big_col,owner,True,1,1,0,71.819,1.0
75,001,002,0121,4,3,1,0,0,0,55.207,44,121001,75,big_col,renter,True,2,0,0,55.207,1.5
76,001,002,0122,4,1,1,2,0,1,64.5923,44,122001,76,big_col,owner,True,3,2,1,64.5923,1.8
77,001,001,0123,4,1,1,1,0,0,71.819,44,123001,77,big_col,owner,True,1,1,0,71.819,1.0
78,001,001,0125,4,1,1,1,0,0,71.819,44,125001,78,big_col,owner,True,1,1,0,71.819,1.0
79,001,002,0126,4,3,1,0,0,0,71.819,44,126001,79,big_col,renter,True,1,0,0,71.819,1.0
80,001,002,0127,4,3,1,1,0,1,55.207,44,127001,80,big_col,renter,True,2,1,1,55.207,1.5
81,001,002,0128,4,3,1,1,0,0,71.819,44,128001,81,big_col,renter,True,1,1,0,71.819,1.0
82,001,002,0130,4,1,1,1,0,1,55.207,44,130001,82,big_col,owner,True,2,1,1,55.207,1.5
83,001,002,0136,4,3,1,0,0,0,71.819,44,136001,83,big_col,renter,True,1,0,0,71.819,1.0
84,001,002,0137,4,3,1,0,0,0,55.207,44,137001,84,big_col,renter,True,2,0,0,55.207,1.5
85,001,001,0138,3,1,1,0,0,2,71.819,44,138001,85,little_col,owner,True,1,0,2,71.819,1.0
86,001,001,0139,4,1,1,1,0,1,55.207,44,139001,86,big_col,owner,True,2,1,1,55.207,1.5
87,001,001,0140,4,3,2,1,0,0,71.819,44,140001,87,big_col,renter,False,1,1,0,71.819,1.0
88,001,002,0141,4,3,1,1,0,1,55.207,44,141001,88,big_col,renter,True,2,1,1,55.207,1.5
89,001,001,0142,3,1,1,1,1,0,71.819,44,142001,89,little_col,owner,True,1,2,0,71.819,1.0
90,001,002,0143,4,1,1,1,0,0,55.207,44,143001,90,big_col,owner,True,2,1,0,55.207,1.5
91,001,002,0144,4,1,1,0,0,0,55.207,44,144001,91,big_col,owner,True,2,0,0,55.207,1.5
92,001,001,0148,4,3,1,0,0,1,71.819,44,148001,92,big_col,renter,True,1,0,1,71.819,1.0
93,001,002,0151,3,1,1,0,0,0,71.819,44,151001,93,little_col,owner,True,1,0,0,71.819,1.0
94,001,002,0153,4,3,1,1,0,0,55.207,44,153001,94,big_col,renter,True,2,1,0,55.207,1.5
95,001,001,0156,4,1,1,1,0,0,71.819,44,156001,95,big_col,owner,True,1,1,0,71.819,1.0
96,001,002,0158,4,1,1,1,0,0,55.207,44,158001,96,big_col,owner,True,2,1,0,55.207,1.5
97,001,001,0161,4,3,1,0,0,0,71.819,44,161001,97,big_col,renter,True,1,0,0,71.819,1.0
98,001,002,0162,3,3,1,0,0,1,71.819,44,162001,98,little_col,renter,True,1,0,1,71.819,1.0
99,002,003,0001,4,1,1,1,0,0,51.2311,44,1002,99,big_col,owner,True,1,1,0,51.2311,1.0
100,002,001,0003,4,2,1,0,0,0,37.9285,44,3002,100,big_col,public_housing,True,2,0,0,37.9285,1.5
101,002,001,0004,4,1,1,1,0,0,37.9285,44,4002,101,big_col,owner,True,2,1,0,37.9285,1.5
102,002,003,0006,3,3,1,1,0,0,51.2311,44,6002,102,little_col,renter,True,1,1,0,51.2311,1.0
103,002,003,0007,3,3,2,0,0,0,51.2311,44,7002,103,little_col,renter,False,1,0,0,51.2311,1.0
104,002,001,0009,4,3,1,0,0,0,51.2311,44,9002,104,big_col,renter,True,1,0,0,51.2311,1.0
105,002,004,0011,3,3,1,1,0,0,51.2311,44,11002,105,little_col,renter,True,1,1,0,51.2311,1.0
106,002,003,0012,4,3,1,1,0,1,51.2311,44,12002,106,big_col,renter,True,1,1,1,51.2311,1.0
107,002,003,0014,3,3,1,0,0,0,51.2311,44,14002,107,little_col,renter,True,1,0,0,51.2311,1.0
108,002,004,0016,4,3,1,1,0,0,51.2311,44,16002,108,big_col,renter,True,1,1,0,51.2311,1.0
109,002,003,0017,3,3,2,0,0,0,51.2311,44,17002,109,little_col,renter,False,1,0,0,51.2311,1.0
110,002,001,0018,4,3,1,1,0,2,37.9285,44,18002,110,big_col,renter,True,2,1,2,37.9285,1.3
111,002,004,0022,4,1,1,1,0,0,51.2311,44,22002,111,big_col,owner,True,1,1,0,51.2311,1.0
112,002,001,0024,4,3,1,0,0,0,51.2311,44,24002,112,big_col,renter,True,1,0,0,51.2311,1.0
113,002,003,0025,4,3,1,0,0,1,51.2311,44,25002,113,big_col,renter,True,1,0,1,51.2311,1.0
114,002,004,0027,4,2,1,3,0,0,37.9285,44,27002,114,big_col,public_housing,True,2,3,0,37.9285,1.5
115,002,003,0028,3,3,2,0,0,0,51.2311,44,28002,115,little_col,renter,False,1,0,0,51.2311,1.0
116,002,003,0029,3,2,2,1,0,0,51.2311,44,29002,116,little_col,public_housing,False,1,1,0,51.2311,1.0
117,002,004,0030,4,3,1,0,0,0,37.9285,44,30002,117,big_col,renter,True,2,0,0,37.9285,1.5
118,002,004,0031,3,3,1,1,0,0,51.2311,44,31002,118,little_col,renter,True,1,1,0,51.2311,1.0
119,002,003,0032,3,3,1,1,0,0,37.9285,44,32002,119,little_col,renter,True,2,1,0,37.9285,1.5
120,002,003,0033,3,3,1,1,0,1,51.2311,44,33002,120,little_col,renter,True,1,1,1,51.2311,1.0
121,002,003,0034,4,3,1,0,0,0,51.2311,44,34002,121,big_col,renter,True,1,0,0,51.2311,1.0
122,002,001,0035,4,3,1,1,0,2,37.9285,44,35002,122,big_col,renter,True,2,1,2,37.9285,1.5
123,002,004,0036,3,3,2,0,0,1,51.2311,44,36002,123,little_col,renter,False,1,0,1,51.2311,1.0
124,002,003,0038,4,3,1,1,0,0,37.9285,44,38002,124,big_col,renter,True,2,1,0,37.9285,1.5
125,002,003,0039,3,3,1,0,0,0,51.2311,44,39002,125,little_col,renter,True,1,0,0,51.2311,1.0
126,002,003,0040,3,3,1,0,0,0,51.2311,44,40002,126,little_col,renter,True,1,0,0,51.2311,1.0
127,002,004,0041,4,1,1,2,0,0,37.9285,44,41002,127,big_col,owner,True,2,2,0,37.9285,1.5
128,002,003,0042,4,3,1,0,0,0,37.9285,44,42002,128,big_col,renter,True,2,0,0,37.9285,1.5
129,002,001,0044,4,3,1,0,0,2,51.2311,44,44002,129,big_col,renter,True,1,0,2,51.2311,1.0
130,002,003,0045,4,3,2,0,0,0,51.2311,44,45002,130,big_col,renter,False,1,0,0,51.2311,1.0
131,002,004,0047,4,1,1,1,0,0,51.2311,44,47002,131,big_col,owner,True,1,1,0,51.2311,1.0
132,002,003,0049,1,1,1,2,0,5,29.2312,44,49002,132,isolated,owner,True,5,2,5,29.2312,2.6
133,002,003,0050,3,3,1,1,0,1,37.9285,44,50002,133,little_col,renter,True,2,1,1,37.9285,1.5
134,002,003,0052,4,1,1,1,0,0,37.9285,44,52002,134,big_col,owner,True,2,1,0,37.9285,1.5
135,002,001,0053,4,3,2,1,0,0,37.9285,44,53002,135,big_col,renter,False,2,1,0,37.9285,1.5
136,002,004,0055,4,3,1,1,0,0,51.2311,44,55002,136,big_col,renter,True,1,1,0,51.2311,1.0
137,002,004,0057,3,1,1,1,0,1,51.2311,44,57002,137,little_col,owner,True,1,1,1,51.2311,1.0
138,002,004,0058,4,3,1,1,0,0,51.2311,44,58002,138,big_col,renter,True,1,1,0,51.2311,1.0
139,002,004,0059,3,2,1,2,0,1,51.2311,44,59002,139,little_col,public_housing,True,1,2,1,51.2311,1.0
140,002,003,0060,4,1,1,1,0,0,51.2311,44,60002,140,big_col,owner,True,1,1,0,51.2311,1.0
141,002,003,0061,4,3,2,1,0,0,51.2311,44,61002,141,big_col,renter,False,1,1,0,51.2311,1.0
142,002,003,0062,3,3,2,1,0,0,51.2311,44,62002,142,little_col,renter,False,1,1,0,51.2311,1.0
143,002,004,0064,4,3,1,1,0,0,37.9285,44,64002,143,big_col,renter,True,2,1,0,37.9285,1.5
144,002,004,0066,4,3,1,0,0,0,51.2311,44,66002,144,big_col,renter,True,1,0,0,51.2311,1.0
145,002,003,0067,4,3,1,1,0,0,51.2311,44,67002,145,big_col,renter,True,1,1,0,51.2311,1.0
146,002,003,0068,4,3,1,0,0,0,51.2311,44,68002,146,big_col,renter,True,1,0,0,51.2311,1.0
147,002,001,0069,4,1,1,2,0,0,29.2312,44,69002,147,big_col,owner,True,4,2,0,29.2312,2.5
148,002,003,0070,4,3,1,2,0,3,29.2312,44,70002,148,big_col,renter,True,4,2,3,29.2312,2.1
149,002,003,0071,3,3,2,0,0,0,51.2311,44,71002,149,little_col,renter,False,1,0,0,51.2311,1.0
150,002,003,0072,4,3,1,0,0,1,51.2311,44,72002,150,big_col,renter,True,1,0,1,51.2311,1.0
151,002,003,0073,4,2,1,0,0,0,51.2311,44,73002,151,big_col,public_housing,True,1,0,0,51.2311,1.0
152,002,004,0074,4,1,1,0,0,1,51.2311,44,74002,152,big_col,owner,True,1,0,1,51.2311,1.0
153,002,003,0075,3,3,1,0,0,0,51.2311,44,75002,153,little_col,renter,True,1,0,0,51.2311,1.0
154,002,003,0076,4,3,1,0,0,0,51.2311,44,76002,154,big_col,renter,True,1,0,0,51.2311,1.0
155,002,001,0079,4,3,2,0,0,0,51.2311,44,79002,155,big_col,renter,False,1,0,0,51.2311,1.0
156,002,003,0080,4,1,1,1,0,0,37.9285,44,80002,156,big_col,owner,True,2,1,0,37.9285,1.5
157,002,001,0082,4,4,1,0,0,0,51.2311,44,82002,157,big_col,others,True,1,0,0,51.2311,1.0
158,002,004,0083,4,1,1,1,0,0,37.9285,44,83002,158,big_col,owner,True,2,1,0,37.9285,1.5
159,002,004,0085,4,1,1,0,0,0,37.9285,44,85002,159,big_col,owner,True,2,0,0,37.9285,1.5
160,002,004,0087,4,1,1,2,0,1,51.2311,44,87002,160,big_col,owner,True,1,2,1,51.2311,1.0
161,002,003,0090,3,3,1,1,0,2,36.8818,44,90002,161,little_col,renter,True,3,1,2,36.8818,1.8
162,002,003,0091,4,3,1,0,0,0,51.2311,44,91002,162,big_col,renter,True,1,0,0,51.2311,1.0
163,002,001,0093,4,2,1,2,0,4,29.2312,44,93002,163,big_col,public_housing,True,5,2,4,29.2312,2.8
164,002,001,0094,4,1,1,1,0,3,36.8818,44,94002,164,big_col,owner,True,3,1,3,36.8818,2.0
165,002,003,0095,3,1,1,1,0,0,51.2311,44,95002,165,little_col,owner,True,1,1,0,51.2311,1.0
166,002,003,0096,4,3,1,1,1,1,37.9285,44,96002,166,big_col,renter,True,2,2,1,37.9285,1.5
167,002,004,0098,4,2,1,1,1,0,37.9285,44,98002,167,big_col,public_housing,True,2,2,0,37.9285,1.5
168,002,004,0099,4,2,1,0,0,0,51.2311,44,99002,168,big_col,public_housing,True,1,0,0,51.2311,1.0
169,002,003,0100,3,3,1,1,0,2,37.9285,44,100002,169,little_col,renter,True,2,1,2,37.9285,1.5
170,002,004,0101,4,3,1,2,0,4,51.2311,44,101002,170,big_col,renter,True,1,2,4,51.2311,1.0
171,002,003,0103,4,1,1,1,0,2,51.2311,44,103002,171,big_col,owner,True,1,1,2,51.2311,1.0
172,002,004,0104,4,3,1,1,0,3,29.2312,44,104002,172,big_col,renter,True,4,1,3,29.2312,2.1
173,002,003,0105,4,3,1,0,0,1,51.2311,44,105002,173,big_col,renter,True,1,0,1,51.2311,1.0
174,002,003,0107,3,1,1,1,0,0,51.2311,44,107002,174,little_col,owner,True,1,1,0,51.2311,1.0
175,002,004,0108,4,1,1,1,0,1,51.2311,44,108002,175,big_col,owner,True,1,1,1,51.2311,1.0
176,002,004,0112,3,3,1,0,0,0,51.2311,44,112002,176,little_col,renter,True,1,0,0,51.2311,1.0
177,002,004,0121,3,3,1,1,0,0,37.9285,44,121002,177,little_col,renter,True,2,1,0,37.9285,1.5
178,002,004,0122,4,1,1,1,0,1,51.2311,44,122002,178,big_col,owner,True,1,1,1,51.2311,1.0
179,002,003,0126,2,1,2,1,0,0,37.9285,44,126002,179,embracing,owner,False,2,1,0,37.9285,1.5
180,002,003,0130,3,1,1,1,1,2,51.2311,44,130002,180,little_col,owner,True,1,2,2,51.2311,1.0
181,002,003,0133,4,3,1,0,0,0,37.9285,44,133002,181,big_col,renter,True,2,0,0,37.9285,1.5
182,002,004,0137,4,1,1,1,0,1,51.2311,44,137002,182,big_col,owner,True,1,1,1,51.2311,1.0
183,002,003,0138,3,3,1,0,0,0,51.2311,44,138002,183,little_col,renter,True,1,0,0,51.2311,1.0
184,002,004,0139,3,2,1,1,1,0,37.9285,44,139002,184,little_col,public_housing,True,2,2,0,37.9285,1.5
185,002,004,0140,4,1,1,1,0,0,51.2311,44,140002,185,big_col,owner,True,1,1,0,51.2311,1.0
186,002,004,0141,4,1,1,1,0,2,36.8818,44,141002,186,big_col,owner,True,3,1,2,36.8818,1.8
187,002,004,0144,3,3,1,1,0,0,36.8818,44,144002,187,little_col,renter,True,3,1,0,36.8818,1.6
188,002,003,0148,4,3,1,1,0,0,51.2311,44,148002,188,big_col,renter,True,1,1,0,51.2311,1.0
189,002,004,0149,4,1,1,1,0,2,36.8818,44,149002,189,big_col,owner,True,3,1,2,36.8818,1.8
190,002,003,0153,4,3,1,2,0,2,37.9285,44,153002,190,big_col,renter,True,2,2,2,37.9285,1.5
191,002,003,0154,4,3,1,0,0,0,51.2311,44,154002,191,big_col,renter,True,1,0,0,51.2311,1.0
192,002,004,0155,4,3,1,1,0,1,51.2311,44,155002,192,big_col,renter,True,1,1,1,51.2311,1.0
193,002,003,0156,4,3,1,0,1,0,51.2311,44,156002,193,big_col,renter,True,1,1,0,51.2311,1.0
194,002,003,0157,3,3,1,0,0,0,51.2311,44,157002,194,little_col,renter,True,1,0,0,51.2311,1.0
195,002,003,0162,4,3,1,0,2,0,36.8818,44,162002,195,big_col,renter,True,3,2,0,36.8818,1.8
196,002,004,0166,4,3,1,1,0,0,37.9285,44,166002,196,big_col,renter,True,2,1,0,37.9285,1.5
197,002,001,0167,4,3,1,1,0,0,37.9285,44,167002,197,big_col,renter,True,2,1,0,37.9285,1.5
198,002,004,0168,4,1,1,1,0,2,37.9285,44,168002,198,big_col,owner,True,2,1,2,37.9285,1.5
199,002,003,0170,3,3,1,0,0,1,51.2311,44,170002,199,little_col,renter,True,1,0,1,51.2311,1.0
200,002,003,0171,2,1,1,1,0,2,37.9285,44,171002,200,embracing,owner,True,2,1,2,37.9285,1.5
201,002,001,0173,4,1,1,0,0,3,51.2311,44,173002,201,big_col,owner,True,1,0,3,51.2311,1.0
202,002,001,0175,4,1,1,0,0,0,51.2311,44,175002,202,big_col,owner,True,1,0,0,51.2311,1.0
203,002,003,0176,3,2,1,0,0,1,51.2311,44,176002,203,little_col,public_housing,True,1,0,1,51.2311,1.0
204,002,003,0179,3,3,2,0,0,0,51.2311,44,179002,204,little_col,renter,False,1,0,0,51.2311,1.0
205,002,001,0181,4,3,1,1,0,0,51.2311,44,181002,205,big_col,renter,True,1,1,0,51.2311,1.0
206,002,001,0183,4,1,1,0,0,1,51.2311,44,183002,206,big_col,owner,True,1,0,1,51.2311,1.0
207,002,001,0184,4,1,1,1,0,2,37.9285,44,184002,207,big_col,owner,True,2,1,2,37.9285,1.5
208,003,002,0001,4,4,2,0,0,0,61.5844,44,1003,208,big_col,others,False,1,0,0,61.5844,1.0
209,003,002,0002,4,1,1,1,0,0,61.5844,44,2003,209,big_col,owner,True,1,1,0,61.5844,1.0
210,003,003,0003,4,1,1,1,0,0,61.5844,44,3003,210,big_col,owner,True,1,1,0,61.5844,1.0
211,003,001,0004,3,1,2,1,0,0,61.5844,44,4003,211,little_col,owner,False,1,1,0,61.5844,1.0
212,003,003,0007,4,3,1,0,0,0,61.5844,44,7003,212,big_col,renter,True,1,0,0,61.5844,1.0
213,003,002,0009,2,1,1,1,0,2,61.5844,44,9003,213,embracing,owner,True,1,1,2,61.5844,1.0
214,003,002,0010,4,3,1,0,0,0,61.5844,44,10003,214,big_col,renter,True,1,0,0,61.5844,1.0
215,003,001,0011,4,3,1,0,0,0,55.1199,44,11003,215,big_col,renter,True,2,0,0,55.1199,1.5
216,003,002,0012,4,3,1,1,0,2,55.1199,44,12003,216,big_col,renter,True,2,1,2,55.1199,1.5
217,003,001,0013,4,3,1,0,0,0,61.5844,44,13003,217,big_col,renter,True,1,0,0,61.5844,1.0
218,003,002,0014,3,1,1,1,0,0,55.1199,44,14003,218,little_col,owner,True,2,1,0,55.1199,1.5
219,003,001,0015,3,1,1,1,0,0,55.9099,44,15003,219,little_col,owner,True,4,1,0,55.9099,2.5
220,003,001,0016,4,3,1,1,0,0,61.5844,44,16003,220,big_col,renter,True,1,1,0,61.5844,1.0
221,003,001,0018,3,3,1,1,0,0,61.5844,44,18003,221,little_col,renter,True,1,1,0,61.5844,1.0
222,003,002,0020,3,3,1,1,0,0,61.5844,44,20003,222,little_col,renter,True,1,1,0,61.5844,1.0
223,003,002,0021,4,1,1,2,0,1,37.7862,44,21003,223,big_col,owner,True,3,2,1,37.7862,2.0
224,003,001,0022,3,3,1,0,0,1,61.5844,44,22003,224,little_col,renter,True,1,0,1,61.5844,1.0
225,003,001,0023,3,1,1,1,0,0,55.1199,44,23003,225,little_col,owner,True,2,1,0,55.1199,1.5
226,003,001,0024,4,3,1,1,0,0,55.1199,44,24003,226,big_col,renter,True,2,1,0,55.1199,1.5
227,003,001,0025,4,3,1,1,0,0,61.5844,44,25003,227,big_col,renter,True,1,1,0,61.5844,1.0
228,003,001,0027,3,1,1,1,0,0,55.1199,44,27003,228,little_col,owner,True,2,1,0,55.1199,1.5
229,003,002,0028,4,3,1,0,0,0,61.5844,44,28003,229,big_col,renter,True,1,0,0,61.5844,1.0
230,003,003,0030,3,3,1,0,0,0,61.5844,44,30003,230,little_col,renter,True,1,0,0,61.5844,1.0
231,003,003,0032,4,1,1,1,0,0,61.5844,44,32003,231,big_col,owner,True,1,1,0,61.5844,1.0
232,003,003,0034,4,1,1,1,0,0,61.5844,44,34003,232,big_col,owner,True,1,1,0,61.5844,1.0
233,003,001,0036,3,3,1,0,0,0,61.5844,44,36003,233,little_col,renter,True,1,0,0,61.5844,1.0
234,003,003,0039,4,3,2,1,0,0,61.5844,44,39003,234,big_col,renter,False,1,1,0,61.5844,1.0
235,003,002,0040,4,3,1,1,0,0,61.5844,44,40003,235,big_col,renter,True,1,1,0,61.5844,1.0
236,003,001,0042,3,3,1,1,0,0,61.5844,44,42003,236,little_col,renter,True,1,1,0,61.5844,1.0
237,003,001,0044,4,3,1,1,0,1,61.5844,44,44003,237,big_col,renter,True,1,1,1,61.5844,1.0
238,003,003,0045,4,3,1,1,0,0,55.1199,44,45003,238,big_col,renter,True,2,1,0,55.1199,1.5
239,003,001,0046,4,3,1,0,0,0,61.5844,44,46003,239,big_col,renter,True,1,0,0,61.5844,1.0
240,003,001,0047,4,1,1,1,0,0,61.5844,44,47003,240,big_col,owner,True,1,1,0,61.5844,1.0
241,003,001,0048,4,1,1,0,0,0,61.5844,44,48003,241,big_col,owner,True,1,0,0,61.5844,1.0
242,003,003,0049,3,3,1,1,0,0,61.5844,44,49003,242,little_col,renter,True,1,1,0,61.5844,1.0
243,003,001,0051,4,3,1,1,0,0,61.5844,44,51003,243,big_col,renter,True,1,1,0,61.5844,1.0
